operational_view_date,user_uuid,customer_city,customer_country,order_uuid,parent_order_uuid,platform,fx_rate_loc_to_usd_fxn,list_price_operational,deal_discount_operational,gross_bookings_operational,margin_1_operational,vfm_operational,incentive_promo_code,last_status,gross_bookings_usd,margin_1_usd,vfm_usd,gross_profit_usd
2021-01-18,4140224e-176f-45ac-9f24-ce0e0b0a5a49,Valencia,ES,0ea505c5-1a25-4f66-af52-0616d2af5bcb,0ea505c5-1a25-4f66-af52-0616d2af5bcb,app,1.08,134.57,51.24,83.33,26.94,19.06,PROMO37,redeemed,90.0,29.1,20.58,49.68
2021-01-20,120181ee-dfcb-41b9-a746-7a5ab4f0b135,Munich,DE,5670a347-17dd-4a10-aa25-398a82886050,41aa2e97-852f-4c40-8c25-19a2d2296899,web,1.08,89.92,0.0,89.92,24.66,22.91,,unredeemed,97.11,26.63,24.74,51.37
2021-01-20,f7b2e974-ed80-436c-80b5-c26dfbc8d656,Los Angeles,US,d668c376-539e-4aa4-abe4-8e80f9032805,d668c376-539e-4aa4-abe4-8e80f9032805,touch,1.0,56.76,0.0,-56.76,-18.46,-12.46,,refunded,-56.76,-18.46,-12.46,-30.92
2021-01-20,10c786ac-a886-4f80-83da-5b61f5a106ad,Milan,IT,1eeb9b3d-6972-487d-9a21-7d0c5c0435b9,1eeb9b3d-6972-487d-9a21-7d0c5c0435b9,web,1.08,238.14,0.0,238.14,69.81,49.61,,redeemed,257.19,75.39,53.58,128.97
2021-01-22,abc2aac8-9423-4d94-ba84-a92c12c2ad67,Warsaw,PL,7b076c68-47b0-486a-87a2-e8e0c562e765,7b076c68-47b0-486a-87a2-e8e0c562e765,web,0.25,194.93,0.0,194.93,74.63,48.38,,redeemed,48.73,18.66,12.1,30.76
2021-01-24,7cc09ec4-d19a-4ede-8771-6807bf3a53bd,Birmingham,GB,2bb352a5-aae8-4b5a-892b-b92ce41b6967,2bb352a5-aae8-4b5a-892b-b92ce41b6967,app,1.27,189.05,20.34,168.71,45.43,38.14,PROMO13,unredeemed,214.26,57.7,48.44,106.14
2021-01-27,31942097-0ef9-4c74-8fe1-4e963c5e8c72,Los Angeles,US,42072e42-f246-4841-8e30-a9f86b3c915c,6973f75d-bf36-4d11-86aa-f91d160033d6,touch,1.0,210.23,0.0,210.23,56.73,56.57,,unredeemed,210.23,56.73,56.57,113.3
2021-01-28,29e697df-2fa6-46b1-851e-25c89d233a1f,Milan,IT,254a8e80-7404-4b55-8bf9-d3163fcd723e,254a8e80-7404-4b55-8bf9-d3163fcd723e,web,1.08,138.08,0.0,138.08,42.05,25.17,,redeemed,149.13,45.41,27.18,72.59
2021-01-29,2316aadd-c559-4969-a454-7af3d677df95,New York,US,15be0408-22c1-4080-afcb-fd71bf7c45f1,15be0408-22c1-4080-afcb-fd71bf7c45f1,web,1.0,175.2,39.25,135.95,43.16,32.94,PROMO13,redeemed,135.95,43.16,32.94,76.1
2021-01-29,a2c52a76-5a91-4baa-84be-416be7db989c,Paris,FR,b386f876-8658-49b1-89db-3477d5b553b4,b386f876-8658-49b1-89db-3477d5b553b4,app,1.08,238.62,68.28,170.34,50.71,43.68,PROMO33,redeemed,183.97,54.77,47.17,101.94
2021-01-30,0c21ec6d-cf22-446c-9fb8-050d3dbe43fb,Chicago,US,f2536b58-a76d-4653-b7a6-1d4704e06cfd,f2536b58-a76d-4653-b7a6-1d4704e06cfd,web,1.0,163.58,0.0,163.58,52.76,35.43,,redeemed,163.58,52.76,35.43,88.19
2021-02-02,cb4edcce-005d-4c4a-84a3-396d2b147bab,New York,US,8a445621-c090-4bcf-bf0d-67085d6fcdd3,8a445621-c090-4bcf-bf0d-67085d6fcdd3,app,1.0,195.25,70.91,124.34,30.64,26.56,PROMO79,redeemed,124.34,30.64,26.56,57.2
2021-02-05,58472f15-e8f7-41b4-b46a-140e13a8c3b2,Paris,FR,184f6a5b-faf3-4e27-bd43-0df535329b6b,184f6a5b-faf3-4e27-bd43-0df535329b6b,web,1.08,63.43,8.24,55.19,16.59,10.94,PROMO90,unredeemed,59.61,17.92,11.82,29.74
2021-02-06,7cc09ec4-d19a-4ede-8771-6807bf3a53bd,Birmingham,GB,6ace3eda-6dcb-4c27-beeb-23dfcc3179aa,6ace3eda-6dcb-4c27-beeb-23dfcc3179aa,app,1.27,37.72,0.0,37.72,10.39,8.99,,redeemed,47.9,13.2,11.42,24.62
2021-02-06,2316aadd-c559-4969-a454-7af3d677df95,New York,US,9e48f357-772c-4fe6-8897-a06e74296211,9e48f357-772c-4fe6-8897-a06e74296211,app,1.0,242.58,0.0,242.58,68.39,52.78,,expired,242.58,68.39,52.78,121.17
2021-02-09,96f0cc5e-c6ba-4bd4-981e-3fcd4ee63387,Paris,FR,15d8395d-e408-48c5-b317-d3ad55f996e6,15d8395d-e408-48c5-b317-d3ad55f996e6,web,1.08,141.81,0.0,141.81,36.47,23.71,,redeemed,153.15,39.39,25.61,65.0
2021-02-09,1a53bc39-4246-4783-823d-0505d44d1b9a,Lyon,FR,483e4887-8415-4858-a8c4-f6b210b95189,483e4887-8415-4858-a8c4-f6b210b95189,app,1.08,243.24,0.0,243.24,72.83,63.25,,unredeemed,262.7,78.66,68.31,146.97
2021-02-09,3a3e15cb-d1cd-4913-b612-507504dffb06,Birmingham,GB,6e8499ad-c6e5-4829-b488-ea9f50231f00,6e8499ad-c6e5-4829-b488-ea9f50231f00,app,1.27,195.1,32.53,-162.57,-47.37,-37.19,PROMO74,refunded,-206.46,-60.16,-47.23,-107.39
2021-02-11,9cb0fdf6-2ee7-4725-982c-032fc031fbcf,Valencia,ES,19ad7485-88b1-44fd-82dd-c8c625fcf30d,19ad7485-88b1-44fd-82dd-c8c625fcf30d,web,1.08,35.85,0.0,35.85,11.34,8.81,,expired,38.72,12.25,9.51,21.76
2021-02-12,496ba739-9169-44a6-afb5-bab4af207254,Leeds,GB,49211fa0-8e33-487e-9a45-244ff25592a8,7887575d-9347-4524-afca-2637a9c70575,web,1.27,197.26,52.06,-145.2,-48.74,-37.18,PROMO84,refunded,-184.4,-61.9,-47.22,-109.12
2021-02-13,75613d65-42cc-4a71-9209-4c80041599fe,Marseille,FR,6c44601e-ab63-43e0-b6ea-abf5e13f87a5,6c44601e-ab63-43e0-b6ea-abf5e13f87a5,web,1.08,192.25,0.0,192.25,60.61,48.1,,unredeemed,207.63,65.46,51.95,117.41
2021-02-13,63f6b71a-f85b-4f39-b635-43895fac493f,Krakow,PL,a1b206da-3aa1-419f-9ba4-5e635351e5e1,a1b206da-3aa1-419f-9ba4-5e635351e5e1,web,0.25,274.08,63.66,210.42,79.68,51.33,PROMO36,redeemed,52.6,19.92,12.83,32.75
2021-02-14,96f0cc5e-c6ba-4bd4-981e-3fcd4ee63387,Paris,FR,0b5d07c6-36ae-41e0-8873-031f96fbcec6,0b5d07c6-36ae-41e0-8873-031f96fbcec6,web,1.08,217.2,0.0,217.2,64.86,47.05,,redeemed,234.58,70.05,50.81,120.86
2021-02-16,43d26efd-9355-4e28-a83a-3d5548793b81,New York,US,6b5f6857-983b-4b9e-b534-5531ff2c5440,f2dd4d70-3246-44ff-8cd7-ac509167dffb,touch,1.0,38.02,0.0,-38.02,-12.72,-9.53,,refunded,-38.02,-12.72,-9.53,-22.25
2021-02-16,6d4879ff-d5f4-4dce-8786-9507d1b97f8c,Warsaw,PL,58686d85-d547-430c-94db-beb835845afd,58686d85-d547-430c-94db-beb835845afd,app,0.25,91.02,0.0,91.02,25.35,20.78,,redeemed,22.76,6.34,5.2,11.54
2021-02-17,f7b2e974-ed80-436c-80b5-c26dfbc8d656,Los Angeles,US,8cda586c-f66a-471a-8d83-c755c76b20d0,1dc504cd-0edd-4adb-98df-17e58eb1ed1f,touch,1.0,72.5,0.0,72.5,26.26,16.19,,redeemed,72.5,26.26,16.19,42.45
2021-02-17,bbb0f6f1-ae0e-49f6-b2d4-73a530b0bf7e,Milan,IT,5fcb5f7e-cd26-4c99-b677-eee63ae659ea,5fcb5f7e-cd26-4c99-b677-eee63ae659ea,web,1.08,59.03,0.0,59.03,17.07,16.56,,redeemed,63.75,18.44,17.88,36.32
2021-02-20,7cb57d0c-b003-427b-ad0e-cae89dc84e21,New York,US,74527eb7-2061-4baa-9108-592c57d1894b,3f8c7561-7a9d-462d-9736-065368e2ff28,web,1.0,33.25,0.0,33.25,8.12,5.51,,unredeemed,33.25,8.12,5.51,13.63
2021-02-20,a2c52a76-5a91-4baa-84be-416be7db989c,Paris,FR,8042b523-4367-41ed-b517-7477018392b0,8042b523-4367-41ed-b517-7477018392b0,app,1.08,249.25,0.0,249.25,68.93,47.19,,unredeemed,269.19,74.44,50.97,125.41
2021-02-20,c4834b09-647d-441b-93fe-c4247f8232d1,Madrid,ES,3305c787-427d-41b3-a044-c27c41dc8e11,d71d170d-e20b-47df-b41d-e7b7b1b4dce3,app,1.08,136.58,0.0,136.58,30.32,25.55,,redeemed,147.51,32.75,27.59,60.34
2021-02-20,7af97c2a-761b-4fb0-b034-d2c385dd402f,Manchester,GB,96f68b35-2457-40c2-b5fa-270814cd347e,96f68b35-2457-40c2-b5fa-270814cd347e,app,1.27,126.99,32.08,-94.91,-35.11,-29.96,PROMO81,refunded,-120.54,-44.59,-38.05,-82.64
2021-02-23,ce275c3b-0cdb-459a-ac01-dfe7389e74ba,Barcelona,ES,73816740-fcdb-495d-b0e5-058d708849e2,73816740-fcdb-495d-b0e5-058d708849e2,web,1.08,44.64,0.0,44.64,11.53,11.94,,expired,48.21,12.45,12.9,25.35
2021-02-25,1e3a9642-bbf6-4a23-8949-2d528129e279,Manchester,GB,acb0f484-2f8a-456e-a887-38591a0dfebf,acb0f484-2f8a-456e-a887-38591a0dfebf,app,1.27,187.97,0.0,187.97,49.94,53.39,,redeemed,238.72,63.42,67.81,131.23
2021-02-25,b91a5a99-3fe9-45e4-98a7-e379f61d7a67,Leeds,GB,cee94b4c-eeed-47f6-ad1e-09336658de1d,cee94b4c-eeed-47f6-ad1e-09336658de1d,touch,1.27,211.46,0.0,211.46,79.17,43.78,,redeemed,268.55,100.55,55.6,156.15
2021-02-25,a9f4c119-98b2-4994-89a5-d8223705499a,Paris,FR,6eca47b5-fc95-4ff1-8777-5bba18598421,6eca47b5-fc95-4ff1-8777-5bba18598421,app,1.08,77.83,0.0,77.83,22.93,18.21,,redeemed,84.06,24.76,19.67,44.43
2021-02-26,2fe6c97c-6001-49b1-9247-354cad0e340e,Rome,IT,ff4fc4f1-6088-4519-a45e-2661b9084d9b,e797df79-3455-4c83-a5cf-c955e1ee19f5,app,1.08,107.07,0.0,107.07,32.77,21.4,,redeemed,115.64,35.39,23.11,58.5
2021-02-26,1f9901c4-42ee-4abb-b82a-aff043cd6a79,Manchester,GB,dc271406-9398-4d59-859a-4334a32af939,c4693743-615a-4866-be63-7bede37f7259,app,1.27,42.54,0.0,42.54,11.78,8.83,,redeemed,54.03,14.96,11.21,26.17
2021-02-28,120181ee-dfcb-41b9-a746-7a5ab4f0b135,Munich,DE,ce06c653-92c1-4844-9459-1ebd7b0c5097,ce06c653-92c1-4844-9459-1ebd7b0c5097,web,1.08,156.91,37.84,119.07,35.91,29.82,PROMO27,redeemed,128.6,38.78,32.21,70.99
2021-03-02,0f5e0152-0703-44ca-be54-ab52ec0144ef,Leeds,GB,64dcefb3-fdcb-4c8f-ae12-c3feba3ba75b,64dcefb3-fdcb-4c8f-ae12-c3feba3ba75b,web,1.27,113.72,0.0,113.72,38.01,24.18,,redeemed,144.42,48.27,30.71,78.98
2021-03-02,4652674f-16c2-4780-b5df-ff7911f1d366,Manchester,GB,d9952c07-6502-4dd6-a0d6-4cf7fc55b929,465e72c8-9503-46a0-9cd6-1bffa524bc2e,web,1.27,160.08,31.8,128.28,39.71,30.38,PROMO76,unredeemed,162.92,50.43,38.58,89.01
2021-03-04,83353ff8-d12e-43b3-bf2b-59539f13b713,Manchester,GB,5fbace67-33b1-490e-bd72-4c7ed3ecc56f,5fbace67-33b1-490e-bd72-4c7ed3ecc56f,web,1.27,202.86,73.11,129.75,32.43,32.26,PROMO39,expired,164.78,41.19,40.97,82.16
2021-03-05,5f319ec2-47de-4ec4-bbb6-57af25533791,Houston,US,94b0589d-b88a-4506-bcb0-f11841f8a1f3,94b0589d-b88a-4506-bcb0-f11841f8a1f3,app,1.0,236.98,62.51,174.47,39.37,29.02,PROMO79,redeemed,174.47,39.37,29.02,68.39
2021-03-06,acbb7e59-5f72-4431-903b-2383db712ed2,Phoenix,US,714c3c2d-afa0-419f-a143-c98ee428e8dc,d6f774a0-d8a1-45b8-85b0-49a8eb7e17d9,touch,1.0,59.26,0.0,59.26,16.49,12.33,,redeemed,59.26,16.49,12.33,28.82
2021-03-06,e7c0a699-0155-41c7-866e-a93dbfbbf0c7,Berlin,DE,a6e8c9b9-b3cf-46cb-b209-5b94bc907d72,e72e6d04-c138-40e7-98ba-9ae26317e5d8,app,1.08,251.47,65.1,186.37,54.96,48.22,PROMO76,expired,201.28,59.36,52.08,111.44
2021-03-08,369e8091-c895-4c16-9c26-f6ca76906dbc,Birmingham,GB,f07481e1-a2af-425f-9a4e-3dcf60c0e0ab,3ff456fd-ec2b-4b94-b484-2f60012ec235,web,1.27,104.28,39.36,64.92,19.81,11.14,PROMO35,redeemed,82.45,25.16,14.15,39.31
2021-03-09,aa81f0e5-484e-4ee7-b637-f1dde7ff22c0,Birmingham,GB,69155d79-6ce5-478d-b249-d521a36a15f9,bb20e024-992f-45ae-9b49-18c70c06610e,web,1.27,202.6,51.76,150.84,51.42,36.0,PROMO49,redeemed,191.57,65.3,45.72,111.02
2021-03-15,757950e3-2fb8-4c27-9313-d871b978e06a,Warsaw,PL,45e9aa4b-6e62-4f4a-864c-2b7137070f31,e19ae7ec-2728-4762-aee8-d85aae33da7f,app,0.25,50.65,0.0,50.65,15.45,11.7,,expired,12.66,3.86,2.92,6.78
2021-03-16,b91a5a99-3fe9-45e4-98a7-e379f61d7a67,Leeds,GB,ff857d24-7dbe-49a1-9a11-0e1c1ae60f97,ff857d24-7dbe-49a1-9a11-0e1c1ae60f97,touch,1.27,235.95,0.0,235.95,85.23,44.34,,redeemed,299.66,108.24,56.31,164.55
2021-03-17,167aa0ec-cc51-4475-bcc8-0eba4f90ef52,Rome,IT,9201533c-dc5b-4479-937e-6fcac0d09bf5,be9498de-0acf-4ac9-8dc8-fe65012e6634,app,1.08,188.82,0.0,188.82,46.8,53.0,,redeemed,203.93,50.54,57.24,107.78
2021-03-19,f2d30979-7e49-4ac1-a83d-8b99184cdc9e,Berlin,DE,4ec5dbe0-1a1d-4612-b00c-eb2f6550fe6c,4ec5dbe0-1a1d-4612-b00c-eb2f6550fe6c,app,1.08,234.26,59.13,175.13,37.65,34.74,PROMO83,redeemed,189.14,40.66,37.52,78.18
2021-03-19,c12bf9d6-199b-4d29-a6a1-ecafe5771fa7,Hamburg,DE,161421d4-69d4-497a-9bd2-3f239c556b94,161421d4-69d4-497a-9bd2-3f239c556b94,web,1.08,146.28,0.0,146.28,44.86,39.05,,redeemed,157.98,48.45,42.17,90.62
2021-03-20,9706b051-2ed9-4e73-b830-90b40c5607ee,Madrid,ES,a4ca6ec5-0566-4ddf-9feb-41e5958c77b6,a4ca6ec5-0566-4ddf-9feb-41e5958c77b6,web,1.08,85.46,0.0,85.46,25.09,19.38,,unredeemed,92.3,27.1,20.93,48.03
2021-03-21,cc3dd407-e8b3-46d9-a360-910dba152dd9,Wroclaw,PL,9d2531ce-d745-4d9b-b5ae-9faddef9a46e,55a0be7a-5224-4625-9f78-8e4d8b34f4db,web,0.25,257.58,0.0,257.58,102.78,76.68,,expired,64.4,25.7,19.17,44.87
2021-03-21,58472f15-e8f7-41b4-b46a-140e13a8c3b2,Paris,FR,c3ca67b4-aa7b-493c-8acb-c9725a9b1d13,562b3cea-6dc6-4538-8c22-18d4f1e8d720,web,1.08,262.28,0.0,262.28,68.56,61.09,,unredeemed,283.26,74.04,65.98,140.02
2021-03-23,4be50a8f-efb2-40b0-be85-b1d1af7fbd0d,Phoenix,US,08915dca-d503-42d9-adfc-991cb57a3c23,08915dca-d503-42d9-adfc-991cb57a3c23,app,1.0,227.84,39.01,188.83,52.55,43.83,PROMO74,redeemed,188.83,52.55,43.83,96.38
2021-03-24,a1defa36-928d-4e05-9e7d-695914fcf25b,Krakow,PL,3a009ff1-5dd8-44c3-8504-9667f014ccd8,3a009ff1-5dd8-44c3-8504-9667f014ccd8,web,0.25,206.6,0.0,206.6,51.15,53.78,,redeemed,51.65,12.79,13.44,26.23
2021-03-25,ae0911dd-f2ee-4bc0-8a36-a7ddd385c7f9,Lyon,FR,32b5c940-05fe-4d61-8ecd-b5e9794825e0,f701a2e5-fc97-44e3-a692-f376085b5681,app,1.08,152.12,25.82,-126.3,-38.76,-26.46,PROMO38,refunded,-136.4,-41.86,-28.58,-70.44
2021-03-25,f0295852-527a-49af-b02e-3830584b3d72,New York,US,a9dc5e78-ef29-4eec-99d6-a68af2e7fec8,4b72b4e4-4a38-45aa-ac2c-6cfc8dd01598,touch,1.0,60.27,0.0,60.27,14.77,10.32,,redeemed,60.27,14.77,10.32,25.09
2021-03-26,6d4879ff-d5f4-4dce-8786-9507d1b97f8c,Warsaw,PL,c415cafe-557a-4da5-836f-082ed0cd80b9,b923bc98-3c6f-4b28-a7e0-cfc883594b99,app,0.25,128.24,0.0,128.24,40.5,24.7,,redeemed,32.06,10.12,6.18,16.3
2021-03-26,2316aadd-c559-4969-a454-7af3d677df95,New York,US,e8efcba1-80d9-4e22-8af8-de1442be04b2,e8efcba1-80d9-4e22-8af8-de1442be04b2,app,1.0,143.95,0.0,143.95,39.31,27.74,,redeemed,143.95,39.31,27.74,67.05
2021-03-27,708bff69-0bd8-4df2-856a-c9c908db1a15,Los Angeles,US,133ad8bc-a4e4-482c-88ef-71a6417d2999,133ad8bc-a4e4-482c-88ef-71a6417d2999,web,1.0,137.55,0.0,137.55,31.76,32.87,,redeemed,137.55,31.76,32.87,64.63
2021-03-27,3844c1a9-c539-41a4-81ed-27c9ac29c142,Birmingham,GB,68ed673d-b23b-44d6-80f5-5e5603fc4f47,0f10cdf5-9e59-4635-bf22-cf0f24fb45f6,web,1.27,252.2,0.0,252.2,68.38,43.46,,expired,320.29,86.84,55.19,142.03
2021-03-27,61f201ed-746b-4747-996b-265dc7707907,Wroclaw,PL,ba54774a-07eb-417c-b067-f203b7219010,ba54774a-07eb-417c-b067-f203b7219010,web,0.25,50.97,0.0,50.97,12.87,9.44,,redeemed,12.74,3.22,2.36,5.58
2021-03-31,4c62bb67-e81b-42e0-ba64-8a0681015cb0,Chicago,US,dac510b7-f887-47a0-98ac-3e315d95228b,dac510b7-f887-47a0-98ac-3e315d95228b,web,1.0,114.54,43.31,71.23,23.95,18.29,PROMO37,redeemed,71.23,23.95,18.29,42.24
2021-03-31,244a1a93-6435-42bc-a346-e1570c33077e,Phoenix,US,e0965a6c-e4b8-4212-9dc8-1de22ea0da74,b129646b-c14e-4630-9e16-64badbeb144c,web,1.0,104.17,0.0,104.17,33.58,21.16,,redeemed,104.17,33.58,21.16,54.74
2021-03-31,4ff51227-2423-4f1a-bc2d-f83aa983ac21,Los Angeles,US,faf23ef1-ad2c-4ae5-88c1-677b40ee8a88,faf23ef1-ad2c-4ae5-88c1-677b40ee8a88,app,1.0,117.29,0.0,117.29,41.0,32.88,,redeemed,117.29,41.0,32.88,73.88
2021-03-31,5d7a999c-24ab-4c0b-a736-980d1d06f4e3,Leeds,GB,aed54f8c-3907-489a-bfcd-9191bb651cbe,aed54f8c-3907-489a-bfcd-9191bb651cbe,touch,1.27,260.67,0.0,260.67,77.76,45.83,,redeemed,331.05,98.76,58.2,156.96
2021-03-31,e9adc87b-7805-4041-8e4c-c380fd5851e0,London,GB,4be5dc34-509e-49fb-b6d9-767aab14a5d2,4be5dc34-509e-49fb-b6d9-767aab14a5d2,web,1.27,172.79,67.5,105.29,24.87,23.62,PROMO17,unredeemed,133.72,31.58,30.0,61.58
2021-04-01,db3347eb-53c6-4641-9f23-6ead2be9d4f8,Milan,IT,387007c2-706e-4178-bc42-a580dd00dd42,d7ce4211-eb87-4bde-b48d-6c225d5444bb,web,1.08,89.85,0.0,89.85,32.68,26.5,,redeemed,97.04,35.29,28.62,63.91
2021-04-01,496ba739-9169-44a6-afb5-bab4af207254,Leeds,GB,8db40175-11b3-4fd9-ae23-9e235752e02f,8db40175-11b3-4fd9-ae23-9e235752e02f,web,1.27,204.14,0.0,-204.14,-58.18,-50.67,,refunded,-259.26,-73.89,-64.35,-138.24
2021-04-02,c04af2d4-2965-45cf-b2c5-d1f6cd98c2c1,Manchester,GB,790c611c-ece8-4695-8fc8-509d90fa9ed6,790c611c-ece8-4695-8fc8-509d90fa9ed6,web,1.27,53.66,0.0,53.66,15.54,14.24,,redeemed,68.15,19.74,18.08,37.82
2021-04-03,26661eb5-977d-4f44-9af2-abc2f7da5e13,Wroclaw,PL,9f29ad9a-50a9-4466-a064-4eb97ed2430b,9f29ad9a-50a9-4466-a064-4eb97ed2430b,app,0.25,120.94,0.0,120.94,43.91,28.79,,redeemed,30.24,10.98,7.2,18.18
2021-04-04,b63729c3-2783-4eb7-9af0-6e92662b5fbf,Naples,IT,0c1f201b-17e8-49f9-94fb-885b2b83ed07,bdd428d4-f0ab-4901-8bea-f455dfb3441b,web,1.08,12.75,0.0,12.75,3.1,2.5,,redeemed,13.77,3.35,2.7,6.05
2021-04-04,2d62e63f-0e25-4d4d-b1c5-90f114d7b366,Barcelona,ES,723d289a-da31-46b7-b3b4-0236ec89e70b,723d289a-da31-46b7-b3b4-0236ec89e70b,touch,1.08,125.53,27.63,97.9,33.68,23.1,PROMO70,redeemed,105.73,36.37,24.95,61.32
2021-04-05,f6b37fb9-9899-41fa-a462-3312e82f6202,Barcelona,ES,f9575724-4d16-485c-9760-33bb8c96c4b9,f9575724-4d16-485c-9760-33bb8c96c4b9,web,1.08,69.91,8.58,-61.33,-16.31,-14.92,PROMO23,refunded,-66.24,-17.61,-16.11,-33.72
2021-04-05,af47f629-11db-49b7-a1f6-d2708850dbb1,Wroclaw,PL,cbb157ac-9ff8-4e8c-ba85-896561692f66,cbb157ac-9ff8-4e8c-ba85-896561692f66,web,0.25,247.52,0.0,247.52,75.62,47.7,,redeemed,61.88,18.9,11.92,30.82
2021-04-06,1a53bc39-4246-4783-823d-0505d44d1b9a,Lyon,FR,ef942890-9934-4d36-82b7-7b9117a79833,ef942890-9934-4d36-82b7-7b9117a79833,touch,1.08,195.26,57.46,137.8,39.11,33.24,PROMO91,redeemed,148.82,42.24,35.9,78.14
2021-04-07,a4ac1244-8cae-4f87-a76f-a4a26e373683,Warsaw,PL,e81eede4-336d-467e-bdcc-7de4a179ca2b,85c49fd8-07f4-4faf-9bc1-b3610b1ef2e4,app,0.25,105.33,0.0,105.33,37.68,31.72,,unredeemed,26.33,9.42,7.93,17.35
2021-04-07,b7c5d549-7751-439a-a17f-c62bbbde6a3c,Naples,IT,a237784d-531f-4eeb-8c92-e57384bf8fb6,85654887-72e0-4391-b287-dcded5c7f14e,web,1.08,220.97,0.0,220.97,73.94,63.62,,expired,238.65,79.86,68.71,148.57
2021-04-08,94a40740-7630-4a1c-a7d1-2895b2646b46,Naples,IT,a2a78d72-7e65-4936-bc56-5eb165df5a29,a2a78d72-7e65-4936-bc56-5eb165df5a29,app,1.08,68.19,19.24,48.95,14.68,9.8,PROMO78,unredeemed,52.87,15.85,10.58,26.43
2021-04-11,2fc917f4-a9a1-4ce3-8926-ddf03c12b3c4,Phoenix,US,a8bb3b07-9cd0-40ab-a6e7-ffd1a1575825,c750b9dc-aaaf-4535-aac8-ce0b5361d4d5,web,1.0,138.91,0.0,-138.91,-35.91,-38.0,,refunded,-138.91,-35.91,-38.0,-73.91
2021-04-11,7cb57d0c-b003-427b-ad0e-cae89dc84e21,New York,US,0af99669-ea84-4aeb-b818-9bfd273441ac,0af99669-ea84-4aeb-b818-9bfd273441ac,web,1.0,259.33,93.44,-165.89,-58.49,-47.62,PROMO51,refunded,-165.89,-58.49,-47.62,-106.11
2021-04-12,167aa0ec-cc51-4475-bcc8-0eba4f90ef52,Rome,IT,3b5b4846-2949-4cdf-b345-5e8dfa155ab7,3b5b4846-2949-4cdf-b345-5e8dfa155ab7,app,1.08,123.6,0.0,-123.6,-31.53,-34.38,,refunded,-133.49,-34.05,-37.13,-71.18
